date,datetime,cash_type,card,money,coffee_name
3/1/24,3/1/24 10:15,card,ANON-0000-0000-0001,38.7,Latte
3/1/24,3/1/24 12:19,card,ANON-0000-0000-0002,38.7,Hot Chocolate
3/1/24,3/1/24 12:20,card,ANON-0000-0000-0002,38.7,Hot Chocolate
3/1/24,3/1/24 13:46,card,ANON-0000-0000-0003,28.9,Americano
3/1/24,3/1/24 13:48,card,ANON-0000-0000-0004,38.7,Latte
3/1/24,3/1/24 15:39,card,ANON-0000-0000-0005,33.8,Americano with Milk
3/1/24,3/1/24 16:19,card,ANON-0000-0000-0006,38.7,Hot Chocolate
3/1/24,3/1/24 18:39,card,ANON-0000-0000-0007,33.8,Americano with Milk
3/1/24,3/1/24 19:22,card,ANON-0000-0000-0008,38.7,Cocoa
3/1/24,3/1/24 19:23,card,ANON-0000-0000-0008,33.8,Americano with Milk
3/1/24,3/1/24 19:29,card,ANON-0000-0000-0009,33.8,Americano with Milk
3/2/24,3/2/24 10:22,card,ANON-0000-0000-0010,28.9,Americano
3/2/24,3/2/24 10:30,cash,,40,Latte
3/2/24,3/2/24 10:41,card,ANON-0000-0000-0011,33.8,Americano with Milk
3/2/24,3/2/24 11:59,card,ANON-0000-0000-0012,33.8,Americano with Milk
3/2/24,3/2/24 14:38,card,ANON-0000-0000-0013,28.9,Americano
3/2/24,3/2/24 16:37,card,ANON-0000-0000-0014,33.8,Americano with Milk
3/2/24,3/2/24 17:34,card,ANON-0000-0000-0004,28.9,Americano
3/3/24,3/3/24 10:10,cash,,40,Latte
3/3/24,3/3/24 10:27,card,ANON-0000-0000-0015,38.7,Latte
3/3/24,3/3/24 11:33,card,ANON-0000-0000-0016,28.9,Cortado
3/3/24,3/3/24 12:26,card,ANON-0000-0000-0012,28.9,Americano
3/3/24,3/3/24 13:09,card,ANON-0000-0000-0017,38.7,Hot Chocolate
3/3/24,3/3/24 17:06,card,ANON-0000-0000-0018,38.7,Cocoa
3/3/24,3/3/24 17:08,card,ANON-0000-0000-0019,28.9,Cortado
3/3/24,3/3/24 18:03,card,ANON-0000-0000-0020,33.8,Americano with Milk
3/3/24,3/3/24 18:04,card,ANON-0000-0000-0020,33.8,Americano with Milk
3/3/24,3/3/24 18:08,card,ANON-0000-0000-0020,38.7,Hot Chocolate
3/4/24,3/4/24 10:03,card,ANON-0000-0000-0001,38.7,Latte
3/4/24,3/4/24 10:54,card,ANON-0000-0000-0021,38.7,Latte
3/4/24,3/4/24 11:05,card,ANON-0000-0000-0012,33.8,Americano with Milk
3/4/24,3/4/24 14:04,card,ANON-0000-0000-0022,24,Espresso
3/5/24,3/5/24 9:59,card,ANON-0000-0000-0001,38.7,Latte
3/5/24,3/5/24 14:34,card,ANON-0000-0000-0023,38.7,Latte
3/5/24,3/5/24 17:34,card,ANON-0000-0000-0024,38.7,Latte
3/5/24,3/5/24 17:35,card,ANON-0000-0000-0025,38.7,Hot Chocolate
3/5/24,3/5/24 17:36,card,ANON-0000-0000-0026,38.7,Cocoa
3/5/24,3/5/24 17:37,card,ANON-0000-0000-0027,38.7,Hot Chocolate
3/5/24,3/5/24 17:38,card,ANON-0000-0000-0009,38.7,Hot Chocolate
3/5/24,3/5/24 17:56,card,ANON-0000-0000-0028,28.9,Cortado
3/5/24,3/5/24 18:01,card,ANON-0000-0000-0028,38.7,Hot Chocolate
3/6/24,3/6/24 12:30,cash,,35,Americano with Milk
3/6/24,3/6/24 13:24,card,ANON-0000-0000-0012,28.9,Americano
3/6/24,3/6/24 13:25,card,ANON-0000-0000-0012,28.9,Cortado
3/6/24,3/6/24 14:52,card,ANON-0000-0000-0029,38.7,Cappuccino
3/6/24,3/6/24 14:53,card,ANON-0000-0000-0029,38.7,Cappuccino
3/7/24,3/7/24 10:08,cash,,40,Latte
3/7/24,3/7/24 10:18,card,ANON-0000-0000-0030,38.7,Hot Chocolate
3/7/24,3/7/24 11:03,card,ANON-0000-0000-0031,38.7,Latte
3/7/24,3/7/24 11:25,cash,,40,Latte
3/7/24,3/7/24 15:40,card,ANON-0000-0000-0032,28.9,Americano
3/7/24,3/7/24 15:41,card,ANON-0000-0000-0033,33.8,Americano with Milk
3/8/24,3/8/24 10:34,card,ANON-0000-0000-0012,28.9,Cortado
3/8/24,3/8/24 12:22,card,ANON-0000-0000-0034,38.7,Cappuccino
3/8/24,3/8/24 13:53,card,ANON-0000-0000-0035,28.9,Americano
3/8/24,3/8/24 14:44,card,ANON-0000-0000-0012,28.9,Americano
3/8/24,3/8/24 14:45,card,ANON-0000-0000-0033,28.9,Americano
3/8/24,3/8/24 14:46,card,ANON-0000-0000-0012,33.8,Americano with Milk
3/8/24,3/8/24 18:57,card,ANON-0000-0000-0036,38.7,Latte
3/8/24,3/8/24 18:59,card,ANON-0000-0000-0037,38.7,Latte
3/9/24,3/9/24 11:49,cash,,40,Hot Chocolate
3/9/24,3/9/24 12:05,card,ANON-0000-0000-0038,24,Espresso
3/9/24,3/9/24 12:07,card,ANON-0000-0000-0039,28.9,Americano
3/9/24,3/9/24 12:09,card,ANON-0000-0000-0012,38.7,Cappuccino
3/9/24,3/9/24 12:13,card,ANON-0000-0000-0040,28.9,Americano
3/9/24,3/9/24 12:14,card,ANON-0000-0000-0040,28.9,Americano
3/9/24,3/9/24 13:09,card,ANON-0000-0000-0041,38.7,Latte
3/9/24,3/9/24 13:41,card,ANON-0000-0000-0042,33.8,Americano with Milk
3/9/24,3/9/24 13:53,card,ANON-0000-0000-0043,28.9,Cortado
3/9/24,3/9/24 13:54,card,ANON-0000-0000-0043,38.7,Cappuccino
3/9/24,3/9/24 14:08,card,ANON-0000-0000-0009,33.8,Americano with Milk
3/9/24,3/9/24 14:26,card,ANON-0000-0000-0044,38.7,Hot Chocolate
3/9/24,3/9/24 19:17,card,ANON-0000-0000-0009,38.7,Cappuccino
3/9/24,3/9/24 19:19,card,ANON-0000-0000-0009,38.7,Hot Chocolate
3/10/24,3/10/24 7:44,cash,,30,Americano
3/10/24,3/10/24 7:45,cash,,35,Americano with Milk
3/10/24,3/10/24 10:06,cash,,40,Latte
3/10/24,3/10/24 11:19,card,ANON-0000-0000-0045,24,Espresso
3/10/24,3/10/24 17:51,cash,,35,Americano with Milk
3/10/24,3/10/24 19:34,card,ANON-0000-0000-0046,38.7,Latte
3/10/24,3/10/24 19:35,card,ANON-0000-0000-0046,28.9,Cortado
3/11/24,3/11/24 10:18,cash,,40,Latte
3/11/24,3/11/24 11:24,cash,,40,Cappuccino
3/11/24,3/11/24 11:24,cash,,30,Cortado
3/11/24,3/11/24 11:26,cash,,30,Americano
3/11/24,3/11/24 11:32,card,ANON-0000-0000-0035,38.7,Cappuccino
3/11/24,3/11/24 16:24,card,ANON-0000-0000-0047,28.9,Americano
3/11/24,3/11/24 16:25,card,ANON-0000-0000-0047,38.7,Latte
3/11/24,3/11/24 16:50,card,ANON-0000-0000-0048,28.9,Cortado
3/12/24,3/12/24 10:15,cash,,40,Latte
3/12/24,3/12/24 10:15,card,ANON-0000-0000-0033,28.9,Americano
3/12/24,3/12/24 10:16,card,ANON-0000-0000-0033,28.9,Cortado
3/12/24,3/12/24 11:20,card,ANON-0000-0000-0049,38.7,Hot Chocolate
3/12/24,3/12/24 12:46,card,ANON-0000-0000-0004,33.8,Americano with Milk
3/12/24,3/12/24 12:47,card,ANON-0000-0000-0004,28.9,Americano
3/12/24,3/12/24 16:15,card,ANON-0000-0000-0050,28.9,Americano
3/13/24,3/13/24 11:06,card,ANON-0000-0000-0048,38.7,Hot Chocolate
3/13/24,3/13/24 11:48,card,ANON-0000-0000-0004,28.9,Americano
3/13/24,3/13/24 12:18,card,ANON-0000-0000-0051,28.9,Americano
3/13/24,3/13/24 12:19,card,ANON-0000-0000-0051,28.9,Americano
3/13/24,3/13/24 12:34,cash,,25,Espresso
3/13/24,3/13/24 14:26,card,ANON-0000-0000-0052,33.8,Americano with Milk
3/13/24,3/13/24 15:40,card,ANON-0000-0000-0053,24,Espresso
3/13/24,3/13/24 15:41,card,ANON-0000-0000-0053,24,Espresso
3/13/24,3/13/24 16:47,card,ANON-0000-0000-0054,24,Espresso
3/14/24,3/14/24 10:02,cash,,40,Latte
3/14/24,3/14/24 10:28,card,ANON-0000-0000-0055,38.7,Latte
3/14/24,3/14/24 10:29,card,ANON-0000-0000-0055,38.7,Hot Chocolate
3/14/24,3/14/24 13:27,card,ANON-0000-0000-0012,28.9,Cortado
3/14/24,3/14/24 13:28,card,ANON-0000-0000-0012,28.9,Americano
3/14/24,3/14/24 13:52,card,ANON-0000-0000-0056,33.8,Americano with Milk
3/14/24,3/14/24 13:52,card,ANON-0000-0000-0057,24,Espresso
3/14/24,3/14/24 15:20,card,ANON-0000-0000-0058,38.7,Latte
3/14/24,3/14/24 16:04,card,ANON-0000-0000-0059,33.8,Americano with Milk
3/14/24,3/14/24 16:54,card,ANON-0000-0000-0050,24,Espresso
3/14/24,3/14/24 18:58,card,ANON-0000-0000-0019,38.7,Hot Chocolate
3/14/24,3/14/24 19:00,card,ANON-0000-0000-0012,28.9,Cortado
3/15/24,3/15/24 10:02,cash,,40,Latte
3/15/24,3/15/24 10:53,card,ANON-0000-0000-0060,38.7,Hot Chocolate
3/15/24,3/15/24 18:19,card,ANON-0000-0000-0012,28.9,Americano
3/16/24,3/16/24 12:06,card,ANON-0000-0000-0061,33.8,Americano with Milk
3/16/24,3/16/24 12:07,card,ANON-0000-0000-0061,28.9,Americano
3/16/24,3/16/24 15:58,card,ANON-0000-0000-0009,28.9,Cortado
3/16/24,3/16/24 16:03,card,ANON-0000-0000-0009,28.9,Cortado
3/16/24,3/16/24 16:04,card,ANON-0000-0000-0012,28.9,Cortado
3/16/24,3/16/24 17:58,card,ANON-0000-0000-0062,33.8,Americano with Milk
3/17/24,3/17/24 10:10,cash,,40,Latte
3/17/24,3/17/24 12:55,card,ANON-0000-0000-0063,28.9,Cortado
3/18/24,3/18/24 11:18,card,ANON-0000-0000-0064,28.9,Cortado
3/18/24,3/18/24 15:31,card,ANON-0000-0000-0003,28.9,Americano
3/18/24,3/18/24 15:32,card,ANON-0000-0000-0003,28.9,Americano
3/18/24,3/18/24 15:33,card,ANON-0000-0000-0003,28.9,Americano
3/19/24,3/19/24 10:20,cash,,30,Cortado
3/19/24,3/19/24 14:02,card,ANON-0000-0000-0065,38.7,Latte
3/19/24,3/19/24 14:03,card,ANON-0000-0000-0065,38.7,Latte
3/19/24,3/19/24 15:04,card,ANON-0000-0000-0049,38.7,Hot Chocolate
3/19/24,3/19/24 16:53,card,ANON-0000-0000-0066,33.8,Americano with Milk
3/19/24,3/19/24 19:26,cash,,40,Hot Chocolate
3/20/24,3/20/24 11:41,card,ANON-0000-0000-0012,28.9,Cortado
3/20/24,3/20/24 12:21,cash,,40,Latte
3/20/24,3/20/24 12:30,card,ANON-0000-0000-0049,28.9,Cortado
3/20/24,3/20/24 13:16,card,ANON-0000-0000-0067,38.7,Cappuccino
3/20/24,3/20/24 16:42,card,ANON-0000-0000-0050,38.7,Cocoa
3/20/24,3/20/24 17:50,card,ANON-0000-0000-0068,38.7,Latte
3/21/24,3/21/24 10:18,cash,,40,Cappuccino
3/21/24,3/21/24 12:25,card,ANON-0000-0000-0012,28.9,Cortado
3/21/24,3/21/24 12:26,card,ANON-0000-0000-0012,38.7,Cappuccino
3/21/24,3/21/24 17:21,cash,,30,Americano
3/21/24,3/21/24 17:22,card,ANON-0000-0000-0012,28.9,Cortado
3/21/24,3/21/24 19:20,card,ANON-0000-0000-0069,38.7,Latte
3/22/24,3/22/24 10:35,card,ANON-0000-0000-0070,33.8,Americano with Milk
3/22/24,3/22/24 13:29,card,ANON-0000-0000-0071,33.8,Americano with Milk
3/22/24,3/22/24 16:15,cash,,40,Cappuccino
3/22/24,3/22/24 17:17,card,ANON-0000-0000-0012,28.9,Americano
3/22/24,3/22/24 17:17,card,ANON-0000-0000-0012,24,Espresso
3/22/24,3/22/24 17:20,card,ANON-0000-0000-0050,28.9,Americano
3/23/24,3/23/24 10:44,card,ANON-0000-0000-0072,38.7,Latte
3/23/24,3/23/24 10:45,card,ANON-0000-0000-0073,33.8,Americano with Milk
3/23/24,3/23/24 13:10,card,ANON-0000-0000-0074,38.7,Cappuccino
3/23/24,3/23/24 13:11,card,ANON-0000-0000-0074,38.7,Cocoa
3/23/24,3/23/24 14:44,card,ANON-0000-0000-0075,33.8,Americano with Milk
3/23/24,3/23/24 15:47,card,ANON-0000-0000-0076,38.7,Latte
3/23/24,3/23/24 15:49,card,ANON-0000-0000-0076,33.8,Americano with Milk
3/23/24,3/23/24 16:00,card,ANON-0000-0000-0009,28.9,Cortado
3/24/24,3/24/24 10:03,cash,,40,Latte
3/24/24,3/24/24 18:45,card,ANON-0000-0000-0077,38.7,Latte
3/25/24,3/25/24 10:31,card,ANON-0000-0000-0009,38.7,Latte
3/25/24,3/25/24 11:16,cash,,35,Americano with Milk
3/25/24,3/25/24 14:27,card,ANON-0000-0000-0078,38.7,Latte
3/25/24,3/25/24 14:29,card,ANON-0000-0000-0017,38.7,Latte
3/25/24,3/25/24 18:37,card,ANON-0000-0000-0024,33.8,Americano with Milk
3/25/24,3/25/24 19:34,card,ANON-0000-0000-0079,38.7,Cappuccino
3/26/24,3/26/24 10:35,card,ANON-0000-0000-0055,38.7,Cocoa
3/26/24,3/26/24 10:36,card,ANON-0000-0000-0055,38.7,Latte
3/26/24,3/26/24 10:42,card,ANON-0000-0000-0080,38.7,Latte
3/26/24,3/26/24 11:11,card,ANON-0000-0000-0009,28.9,Cortado
3/26/24,3/26/24 13:35,card,ANON-0000-0000-0003,28.9,Americano
3/26/24,3/26/24 13:36,card,ANON-0000-0000-0032,28.9,Cortado
3/26/24,3/26/24 13:38,card,ANON-0000-0000-0059,28.9,Cortado
3/26/24,3/26/24 13:57,card,ANON-0000-0000-0050,28.9,Americano
3/26/24,3/26/24 15:48,card,ANON-0000-0000-0081,38.7,Latte
3/26/24,3/26/24 18:33,card,ANON-0000-0000-0024,38.7,Latte
3/26/24,3/26/24 18:34,card,ANON-0000-0000-0009,38.7,Hot Chocolate
3/27/24,3/27/24 11:04,card,ANON-0000-0000-0003,28.9,Cortado
3/27/24,3/27/24 11:05,card,ANON-0000-0000-0003,33.8,Americano with Milk
3/27/24,3/27/24 12:57,card,ANON-0000-0000-0082,33.8,Americano with Milk
3/27/24,3/27/24 13:35,card,ANON-0000-0000-0083,38.7,Hot Chocolate
3/27/24,3/27/24 14:22,card,ANON-0000-0000-0012,38.7,Cappuccino
3/27/24,3/27/24 14:23,card,ANON-0000-0000-0012,28.9,Americano
3/27/24,3/27/24 18:30,card,ANON-0000-0000-0084,28.9,Cortado
3/27/24,3/27/24 19:31,cash,,40,Latte
3/28/24,3/28/24 14:24,card,ANON-0000-0000-0085,28.9,Cortado
3/28/24,3/28/24 17:24,card,ANON-0000-0000-0012,28.9,Cortado
3/28/24,3/28/24 17:27,card,ANON-0000-0000-0012,28.9,Americano
3/28/24,3/28/24 17:32,card,ANON-0000-0000-0086,38.7,Latte
3/29/24,3/29/24 10:56,card,ANON-0000-0000-0087,38.7,Latte
3/29/24,3/29/24 12:34,card,ANON-0000-0000-0088,38.7,Cappuccino
3/29/24,3/29/24 12:41,card,ANON-0000-0000-0088,38.7,Cappuccino
3/29/24,3/29/24 13:22,cash,,40,Cappuccino
3/30/24,3/30/24 11:59,card,ANON-0000-0000-0069,38.7,Latte
3/30/24,3/30/24 13:49,cash,,40,Cappuccino
3/30/24,3/30/24 16:12,card,ANON-0000-0000-0017,38.7,Latte
3/30/24,3/30/24 16:36,card,ANON-0000-0000-0009,38.7,Latte
3/30/24,3/30/24 16:37,card,ANON-0000-0000-0009,33.8,Americano with Milk
3/31/24,3/31/24 10:40,card,ANON-0000-0000-0089,38.7,Cappuccino
3/31/24,3/31/24 19:36,cash,,30,Americano
4/1/24,4/1/24 10:28,card,ANON-0000-0000-0004,28.9,Americano
4/1/24,4/1/24 10:29,card,ANON-0000-0000-0004,33.8,Americano with Milk
4/1/24,4/1/24 10:30,card,ANON-0000-0000-0004,33.8,Americano with Milk
4/1/24,4/1/24 11:15,card,ANON-0000-0000-0009,33.8,Americano with Milk
4/1/24,4/1/24 17:01,cash,,40,Cappuccino
4/1/24,4/1/24 18:18,card,ANON-0000-0000-0024,33.8,Americano with Milk
4/1/24,4/1/24 18:45,card,ANON-0000-0000-0090,38.7,Hot Chocolate
4/2/24,4/2/24 10:01,card,ANON-0000-0000-0001,38.7,Latte
4/2/24,4/2/24 16:18,card,ANON-0000-0000-0003,28.9,Americano
4/2/24,4/2/24 16:19,card,ANON-0000-0000-0003,28.9,Cortado
4/2/24,4/2/24 19:59,cash,,40,Cappuccino
4/3/24,4/3/24 10:19,card,ANON-0000-0000-0003,28.9,Cortado
4/3/24,4/3/24 10:20,card,ANON-0000-0000-0003,28.9,Americano
4/3/24,4/3/24 13:12,card,ANON-0000-0000-0012,38.7,Cappuccino
4/3/24,4/3/24 15:36,cash,,30,Cortado
4/4/24,4/4/24 10:44,card,ANON-0000-0000-0091,38.7,Latte
4/4/24,4/4/24 11:26,card,ANON-0000-0000-0092,38.7,Latte
4/4/24,4/4/24 11:27,card,ANON-0000-0000-0093,38.7,Cappuccino
4/4/24,4/4/24 12:23,card,ANON-0000-0000-0094,28.9,Cortado
4/4/24,4/4/24 19:42,cash,,40,Latte
4/5/24,4/5/24 10:40,card,ANON-0000-0000-0095,28.9,Americano
4/5/24,4/5/24 10:42,card,ANON-0000-0000-0012,28.9,Americano
4/5/24,4/5/24 11:06,card,ANON-0000-0000-0096,28.9,Cortado
4/5/24,4/5/24 12:14,card,ANON-0000-0000-0097,33.8,Americano with Milk
4/5/24,4/5/24 14:23,card,ANON-0000-0000-0098,38.7,Latte
4/5/24,4/5/24 14:24,card,ANON-0000-0000-0098,28.9,Cortado
4/5/24,4/5/24 15:30,cash,,40,Latte
4/5/24,4/5/24 15:54,cash,,40,Cappuccino
4/5/24,4/5/24 15:55,cash,,30,Americano
4/5/24,4/5/24 16:17,cash,,40,Cocoa
4/5/24,4/5/24 16:18,card,ANON-0000-0000-0003,24,Espresso
4/6/24,4/6/24 12:32,card,ANON-0000-0000-0099,33.8,Americano with Milk
4/6/24,4/6/24 14:13,card,ANON-0000-0000-0040,38.7,Cappuccino
4/6/24,4/6/24 14:14,card,ANON-0000-0000-0040,28.9,Americano
4/6/24,4/6/24 14:49,card,ANON-0000-0000-0009,38.7,Latte
4/7/24,4/7/24 10:12,card,ANON-0000-0000-0091,38.7,Latte
4/7/24,4/7/24 12:44,card,ANON-0000-0000-0040,38.7,Cappuccino
4/7/24,4/7/24 12:46,card,ANON-0000-0000-0040,38.7,Cappuccino
4/7/24,4/7/24 14:16,card,ANON-0000-0000-0100,28.9,Cortado
4/7/24,4/7/24 14:17,card,ANON-0000-0000-0100,24,Espresso
4/7/24,4/7/24 18:01,card,ANON-0000-0000-0101,38.7,Hot Chocolate
4/7/24,4/7/24 18:02,card,ANON-0000-0000-0101,33.8,Americano with Milk
4/8/24,4/8/24 10:58,card,ANON-0000-0000-0102,33.8,Americano with Milk
4/8/24,4/8/24 10:59,card,ANON-0000-0000-0103,38.7,Cappuccino
4/8/24,4/8/24 11:01,card,ANON-0000-0000-0012,28.9,Americano
4/8/24,4/8/24 11:04,card,ANON-0000-0000-0104,38.7,Cappuccino
4/8/24,4/8/24 12:54,cash,,25,Espresso
4/8/24,4/8/24 15:43,cash,,35,Americano with Milk
4/8/24,4/8/24 16:41,card,ANON-0000-0000-0017,38.7,Latte
4/8/24,4/8/24 18:18,card,ANON-0000-0000-0105,28.9,Americano
4/8/24,4/8/24 19:22,card,ANON-0000-0000-0024,33.8,Americano with Milk
4/8/24,4/8/24 19:23,card,ANON-0000-0000-0106,38.7,Cappuccino
4/9/24,4/9/24 10:22,cash,,40,Cappuccino
4/9/24,4/9/24 10:24,cash,,30,Americano
4/9/24,4/9/24 11:42,card,ANON-0000-0000-0091,38.7,Latte
4/9/24,4/9/24 15:11,card,ANON-0000-0000-0107,38.7,Hot Chocolate
4/9/24,4/9/24 17:25,card,ANON-0000-0000-0049,38.7,Hot Chocolate
4/10/24,4/10/24 10:21,cash,,25,Espresso
4/10/24,4/10/24 17:55,cash,,40,Hot Chocolate
4/10/24,4/10/24 17:55,card,ANON-0000-0000-0108,24,Espresso
4/10/24,4/10/24 18:24,card,ANON-0000-0000-0009,38.7,Cappuccino
4/10/24,4/10/24 20:04,card,ANON-0000-0000-0109,38.7,Latte
4/11/24,4/11/24 10:41,card,ANON-0000-0000-0110,28.9,Americano
4/11/24,4/11/24 10:42,card,ANON-0000-0000-0110,28.9,Americano
4/11/24,4/11/24 16:35,card,ANON-0000-0000-0017,38.7,Latte
4/11/24,4/11/24 19:16,card,ANON-0000-0000-0106,38.7,Cappuccino
4/11/24,4/11/24 19:18,card,ANON-0000-0000-0024,33.8,Americano with Milk
4/12/24,4/12/24 19:03,card,ANON-0000-0000-0019,38.7,Hot Chocolate
4/12/24,4/12/24 19:38,card,ANON-0000-0000-0009,28.9,Cortado
4/13/24,4/13/24 12:29,card,ANON-0000-0000-0009,38.7,Latte
4/13/24,4/13/24 12:43,card,ANON-0000-0000-0012,28.9,Americano
4/13/24,4/13/24 15:06,cash,,40,Hot Chocolate
4/13/24,4/13/24 15:07,cash,,40,Hot Chocolate
4/13/24,4/13/24 16:18,card,ANON-0000-0000-0111,38.7,Cappuccino
4/13/24,4/13/24 16:19,card,ANON-0000-0000-0111,38.7,Latte
4/13/24,4/13/24 17:51,card,ANON-0000-0000-0112,38.7,Cappuccino
4/13/24,4/13/24 17:53,card,ANON-0000-0000-0012,38.7,Cappuccino
4/14/24,4/14/24 10:55,cash,,40,Latte
4/14/24,4/14/24 12:24,card,ANON-0000-0000-0113,38.7,Cappuccino
4/14/24,4/14/24 12:27,cash,,30,Cortado
4/14/24,4/14/24 12:29,cash,,30,Cortado
4/14/24,4/14/24 12:31,cash,,35,Americano with Milk
4/14/24,4/14/24 13:21,card,ANON-0000-0000-0114,28.9,Cortado
4/14/24,4/14/24 14:23,card,ANON-0000-0000-0012,28.9,Americano
4/14/24,4/14/24 14:24,card,ANON-0000-0000-0012,28.9,Americano
4/14/24,4/14/24 14:25,card,ANON-0000-0000-0012,28.9,Americano
4/14/24,4/14/24 15:46,card,ANON-0000-0000-0017,38.7,Cappuccino
4/14/24,4/14/24 16:59,card,ANON-0000-0000-0012,28.9,Cortado
4/14/24,4/14/24 17:00,card,ANON-0000-0000-0019,38.7,Latte
4/14/24,4/14/24 18:38,card,ANON-0000-0000-0115,38.7,Cappuccino
4/15/24,4/15/24 11:45,card,ANON-0000-0000-0064,28.9,Americano
4/15/24,4/15/24 17:01,card,ANON-0000-0000-0003,28.9,Americano
4/15/24,4/15/24 17:02,card,ANON-0000-0000-0004,33.8,Americano with Milk
4/15/24,4/15/24 19:33,card,ANON-0000-0000-0009,33.8,Americano with Milk
4/15/24,4/15/24 19:41,cash,,25,Espresso
4/16/24,4/16/24 10:43,cash,,35,Americano with Milk
4/16/24,4/16/24 10:46,card,ANON-0000-0000-0116,33.8,Americano with Milk
4/16/24,4/16/24 12:40,card,ANON-0000-0000-0117,38.7,Cocoa
4/16/24,4/16/24 12:52,card,ANON-0000-0000-0064,28.9,Cortado
4/16/24,4/16/24 15:03,card,ANON-0000-0000-0118,28.9,Americano
4/16/24,4/16/24 17:42,card,ANON-0000-0000-0024,33.8,Americano with Milk
4/16/24,4/16/24 17:43,card,ANON-0000-0000-0009,38.7,Cappuccino
4/16/24,4/16/24 18:09,card,ANON-0000-0000-0050,38.7,Cocoa
4/17/24,4/17/24 13:33,card,ANON-0000-0000-0012,28.9,Americano
4/17/24,4/17/24 13:44,card,ANON-0000-0000-0119,24,Espresso
4/17/24,4/17/24 16:13,cash,,40,Cappuccino
4/17/24,4/17/24 17:01,card,ANON-0000-0000-0120,38.7,Cappuccino
4/17/24,4/17/24 17:02,card,ANON-0000-0000-0120,38.7,Cappuccino
4/17/24,4/17/24 18:14,card,ANON-0000-0000-0121,28.9,Cortado
4/18/24,4/18/24 11:19,card,ANON-0000-0000-0003,28.9,Americano
4/18/24,4/18/24 11:20,card,ANON-0000-0000-0003,28.9,Americano
4/18/24,4/18/24 13:49,card,ANON-0000-0000-0122,33.8,Americano with Milk
4/18/24,4/18/24 13:50,card,ANON-0000-0000-0122,28.9,Cortado
4/18/24,4/18/24 14:34,card,ANON-0000-0000-0123,38.7,Cappuccino
4/18/24,4/18/24 14:35,card,ANON-0000-0000-0123,38.7,Latte
4/18/24,4/18/24 17:44,card,ANON-0000-0000-0069,38.7,Latte
4/18/24,4/18/24 18:21,card,ANON-0000-0000-0085,38.7,Cappuccino
4/18/24,4/18/24 19:39,card,ANON-0000-0000-0024,38.7,Hot Chocolate
4/18/24,4/18/24 19:40,card,ANON-0000-0000-0009,38.7,Hot Chocolate
4/19/24,4/19/24 10:10,card,ANON-0000-0000-0001,38.7,Latte
4/19/24,4/19/24 13:11,card,ANON-0000-0000-0040,33.8,Americano with Milk
4/19/24,4/19/24 13:13,card,ANON-0000-0000-0040,38.7,Cappuccino
4/19/24,4/19/24 13:58,card,ANON-0000-0000-0124,38.7,Hot Chocolate
4/19/24,4/19/24 13:59,card,ANON-0000-0000-0124,38.7,Cappuccino
4/19/24,4/19/24 18:23,card,ANON-0000-0000-0024,38.7,Cocoa
4/19/24,4/19/24 18:25,card,ANON-0000-0000-0009,33.8,Americano with Milk
4/20/24,4/20/24 11:24,cash,,35,Americano with Milk
4/20/24,4/20/24 12:08,card,ANON-0000-0000-0125,33.8,Americano with Milk
4/20/24,4/20/24 12:09,card,ANON-0000-0000-0125,33.8,Americano with Milk
4/20/24,4/20/24 13:08,card,ANON-0000-0000-0118,28.9,Americano
4/20/24,4/20/24 13:09,card,ANON-0000-0000-0118,33.8,Americano with Milk
4/20/24,4/20/24 13:10,card,ANON-0000-0000-0118,38.7,Hot Chocolate
4/20/24,4/20/24 14:44,card,ANON-0000-0000-0040,38.7,Cappuccino
4/20/24,4/20/24 15:11,card,ANON-0000-0000-0009,33.8,Americano with Milk
4/20/24,4/20/24 15:22,card,ANON-0000-0000-0012,32.82,Americano with Milk
4/20/24,4/20/24 15:49,card,ANON-0000-0000-0126,32.82,Americano with Milk
4/20/24,4/20/24 17:07,cash,,39,Cocoa
4/20/24,4/20/24 18:27,card,ANON-0000-0000-0127,37.72,Cappuccino
4/20/24,4/20/24 18:28,card,ANON-0000-0000-0127,37.72,Cappuccino
4/20/24,4/20/24 19:30,card,ANON-0000-0000-0128,37.72,Latte
4/21/24,4/21/24 11:16,card,ANON-0000-0000-0001,37.72,Latte
4/21/24,4/21/24 14:15,card,ANON-0000-0000-0099,27.92,Americano
4/21/24,4/21/24 17:09,cash,,39,Cappuccino
4/22/24,4/22/24 11:09,card,ANON-0000-0000-0012,27.92,Americano
4/22/24,4/22/24 11:29,card,ANON-0000-0000-0129,32.82,Americano with Milk
4/22/24,4/22/24 18:40,cash,,39,Latte
4/22/24,4/22/24 19:39,card,ANON-0000-0000-0009,37.72,Latte
4/22/24,4/22/24 20:02,cash,,39,Cappuccino
4/23/24,4/23/24 14:22,card,ANON-0000-0000-0025,37.72,Cappuccino
4/23/24,4/23/24 14:23,card,ANON-0000-0000-0024,32.82,Americano with Milk
4/23/24,4/23/24 14:24,card,ANON-0000-0000-0009,37.72,Cappuccino
4/23/24,4/23/24 19:42,card,ANON-0000-0000-0130,32.82,Americano with Milk
4/23/24,4/23/24 19:43,card,ANON-0000-0000-0130,32.82,Americano with Milk
4/24/24,4/24/24 10:19,card,ANON-0000-0000-0001,37.72,Latte
4/24/24,4/24/24 10:21,card,ANON-0000-0000-0131,32.82,Americano with Milk
