date,datetime,cash_type,card,money,coffee_name
10/21/24,10/21/24 16:42,card,ANON-0000-0000-0225,35.76,Cocoa
10/21/24,10/21/24 16:55,card,ANON-0000-0000-0797,35.76,Latte
10/21/24,10/21/24 19:21,card,ANON-0000-0000-0798,35.76,Hot Chocolate
10/21/24,10/21/24 21:05,card,ANON-0000-0000-0799,35.76,Latte
10/21/24,10/21/24 22:30,card,ANON-0000-0000-0789,35.76,Cocoa
10/21/24,10/21/24 22:31,card,ANON-0000-0000-0791,35.76,Hot Chocolate
10/22/24,10/22/24 7:33,card,ANON-0000-0000-0696,35.76,Latte
10/22/24,10/22/24 7:34,card,ANON-0000-0000-0696,35.76,Cappuccino
10/22/24,10/22/24 8:25,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/22/24,10/22/24 9:17,card,ANON-0000-0000-0800,25.96,Cortado
10/22/24,10/22/24 10:51,card,ANON-0000-0000-0402,21.06,Espresso
10/22/24,10/22/24 10:52,card,ANON-0000-0000-0402,25.96,Cortado
10/22/24,10/22/24 18:07,card,ANON-0000-0000-0801,25.96,Americano
10/22/24,10/22/24 19:46,card,ANON-0000-0000-0507,35.76,Hot Chocolate
10/22/24,10/22/24 19:47,card,ANON-0000-0000-0507,35.76,Latte
10/23/24,10/23/24 7:58,card,ANON-0000-0000-0696,35.76,Latte
10/23/24,10/23/24 8:45,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/23/24,10/23/24 10:24,card,ANON-0000-0000-0141,25.96,Cortado
10/23/24,10/23/24 12:31,card,ANON-0000-0000-0802,30.86,Americano with Milk
10/23/24,10/23/24 16:20,card,ANON-0000-0000-0803,30.86,Americano with Milk
10/23/24,10/23/24 16:21,card,ANON-0000-0000-0803,30.86,Americano with Milk
10/23/24,10/23/24 16:42,card,ANON-0000-0000-0804,35.76,Cappuccino
10/23/24,10/23/24 17:02,card,ANON-0000-0000-0805,21.06,Espresso
10/23/24,10/23/24 18:58,card,ANON-0000-0000-0040,35.76,Cocoa
10/23/24,10/23/24 19:00,card,ANON-0000-0000-0040,35.76,Cappuccino
10/23/24,10/23/24 21:57,card,ANON-0000-0000-0518,30.86,Americano with Milk
10/23/24,10/23/24 21:58,card,ANON-0000-0000-0806,35.76,Hot Chocolate
10/23/24,10/23/24 22:23,card,ANON-0000-0000-0807,35.76,Latte
10/24/24,10/24/24 12:07,card,ANON-0000-0000-0808,25.96,Americano
10/24/24,10/24/24 13:24,card,ANON-0000-0000-0809,35.76,Cappuccino
10/24/24,10/24/24 14:09,card,ANON-0000-0000-0804,35.76,Cappuccino
10/24/24,10/24/24 14:49,card,ANON-0000-0000-0810,35.76,Hot Chocolate
10/24/24,10/24/24 14:49,card,ANON-0000-0000-0810,35.76,Latte
10/24/24,10/24/24 15:47,card,ANON-0000-0000-0788,35.76,Latte
10/24/24,10/24/24 15:48,card,ANON-0000-0000-0788,35.76,Latte
10/24/24,10/24/24 18:53,card,ANON-0000-0000-0811,25.96,Americano
10/24/24,10/24/24 18:55,card,ANON-0000-0000-0811,25.96,Americano
10/24/24,10/24/24 19:50,card,ANON-0000-0000-0507,35.76,Latte
10/24/24,10/24/24 20:44,card,ANON-0000-0000-0812,25.96,Americano
10/24/24,10/24/24 21:14,card,ANON-0000-0000-0813,35.76,Hot Chocolate
10/24/24,10/24/24 21:15,card,ANON-0000-0000-0813,35.76,Hot Chocolate
10/24/24,10/24/24 21:56,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/24/24,10/24/24 21:57,card,ANON-0000-0000-0637,35.76,Cappuccino
10/25/24,10/25/24 7:38,card,ANON-0000-0000-0696,35.76,Cappuccino
10/25/24,10/25/24 7:45,card,ANON-0000-0000-0402,21.06,Espresso
10/25/24,10/25/24 8:10,card,ANON-0000-0000-0570,35.76,Cocoa
10/25/24,10/25/24 8:10,card,ANON-0000-0000-0570,35.76,Latte
10/25/24,10/25/24 8:18,card,ANON-0000-0000-0084,35.76,Cocoa
10/25/24,10/25/24 10:03,card,ANON-0000-0000-0683,25.96,Americano
10/25/24,10/25/24 10:05,card,ANON-0000-0000-0683,25.96,Americano
10/25/24,10/25/24 10:51,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/25/24,10/25/24 11:49,card,ANON-0000-0000-0012,35.76,Cocoa
10/25/24,10/25/24 11:50,card,ANON-0000-0000-0012,35.76,Cocoa
10/25/24,10/25/24 12:06,card,ANON-0000-0000-0141,25.96,Cortado
10/25/24,10/25/24 12:40,card,ANON-0000-0000-0814,35.76,Latte
10/25/24,10/25/24 14:23,card,ANON-0000-0000-0137,35.76,Cappuccino
10/25/24,10/25/24 22:19,card,ANON-0000-0000-0815,35.76,Hot Chocolate
10/25/24,10/25/24 22:22,card,ANON-0000-0000-0815,21.06,Espresso
10/26/24,10/26/24 7:49,card,ANON-0000-0000-0682,35.76,Cappuccino
10/26/24,10/26/24 8:41,card,ANON-0000-0000-0141,25.96,Cortado
10/26/24,10/26/24 8:53,card,ANON-0000-0000-0334,35.76,Cappuccino
10/26/24,10/26/24 10:24,card,ANON-0000-0000-0816,25.96,Americano
10/26/24,10/26/24 12:18,card,ANON-0000-0000-0040,35.76,Cocoa
10/26/24,10/26/24 13:03,card,ANON-0000-0000-0817,35.76,Latte
10/26/24,10/26/24 14:34,card,ANON-0000-0000-0276,35.76,Latte
10/26/24,10/26/24 14:36,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/26/24,10/26/24 15:05,card,ANON-0000-0000-0141,25.96,Cortado
10/26/24,10/26/24 15:06,card,ANON-0000-0000-0141,25.96,Cortado
10/26/24,10/26/24 15:38,card,ANON-0000-0000-0818,35.76,Latte
10/26/24,10/26/24 15:39,card,ANON-0000-0000-0818,35.76,Latte
10/26/24,10/26/24 15:52,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/26/24,10/26/24 15:53,card,ANON-0000-0000-0820,30.86,Americano with Milk
10/26/24,10/26/24 19:19,card,ANON-0000-0000-0715,35.76,Cappuccino
10/26/24,10/26/24 20:34,card,ANON-0000-0000-0821,30.86,Americano with Milk
10/27/24,10/27/24 11:01,card,ANON-0000-0000-0347,30.86,Americano with Milk
10/27/24,10/27/24 12:53,card,ANON-0000-0000-0276,35.76,Latte
10/27/24,10/27/24 12:54,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/27/24,10/27/24 13:43,card,ANON-0000-0000-0822,35.76,Cappuccino
10/27/24,10/27/24 16:17,card,ANON-0000-0000-0507,35.76,Latte
10/28/24,10/28/24 7:46,card,ANON-0000-0000-0696,35.76,Cappuccino
10/28/24,10/28/24 8:01,card,ANON-0000-0000-0823,25.96,Americano
10/28/24,10/28/24 8:35,card,ANON-0000-0000-0683,35.76,Latte
10/28/24,10/28/24 9:15,card,ANON-0000-0000-0242,30.86,Americano with Milk
10/28/24,10/28/24 11:42,card,ANON-0000-0000-0824,35.76,Latte
10/28/24,10/28/24 11:43,card,ANON-0000-0000-0824,35.76,Latte
10/28/24,10/28/24 12:01,card,ANON-0000-0000-0707,35.76,Hot Chocolate
10/28/24,10/28/24 12:02,card,ANON-0000-0000-0825,30.86,Americano with Milk
10/28/24,10/28/24 12:21,card,ANON-0000-0000-0826,35.76,Cappuccino
10/28/24,10/28/24 14:10,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/28/24,10/28/24 14:11,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/28/24,10/28/24 14:31,card,ANON-0000-0000-0827,30.86,Americano with Milk
10/28/24,10/28/24 16:01,card,ANON-0000-0000-0159,35.76,Latte
10/28/24,10/28/24 17:55,card,ANON-0000-0000-0828,35.76,Cocoa
10/28/24,10/28/24 17:56,card,ANON-0000-0000-0828,35.76,Cocoa
10/28/24,10/28/24 19:10,card,ANON-0000-0000-0257,35.76,Cappuccino
10/28/24,10/28/24 21:20,card,ANON-0000-0000-0329,30.86,Americano with Milk
10/28/24,10/28/24 22:05,card,ANON-0000-0000-0695,30.86,Americano with Milk
10/29/24,10/29/24 8:40,card,ANON-0000-0000-0804,35.76,Latte
10/29/24,10/29/24 8:47,card,ANON-0000-0000-0683,35.76,Latte
10/29/24,10/29/24 9:31,card,ANON-0000-0000-0570,35.76,Latte
10/29/24,10/29/24 11:59,card,ANON-0000-0000-0829,30.86,Americano with Milk
10/29/24,10/29/24 12:21,card,ANON-0000-0000-0830,21.06,Espresso
10/29/24,10/29/24 14:15,card,ANON-0000-0000-0831,25.96,Cortado
10/29/24,10/29/24 14:17,card,ANON-0000-0000-0831,25.96,Cortado
10/29/24,10/29/24 14:37,card,ANON-0000-0000-0832,35.76,Cappuccino
10/29/24,10/29/24 16:09,card,ANON-0000-0000-0833,35.76,Hot Chocolate
10/29/24,10/29/24 16:10,card,ANON-0000-0000-0834,35.76,Cocoa
10/29/24,10/29/24 16:17,card,ANON-0000-0000-0225,35.76,Cocoa
10/29/24,10/29/24 18:02,card,ANON-0000-0000-0835,30.86,Americano with Milk
10/29/24,10/29/24 18:02,card,ANON-0000-0000-0835,30.86,Americano with Milk
10/29/24,10/29/24 19:02,card,ANON-0000-0000-0836,30.86,Americano with Milk
10/29/24,10/29/24 19:05,card,ANON-0000-0000-0206,35.76,Cappuccino
10/29/24,10/29/24 19:51,card,ANON-0000-0000-0507,35.76,Hot Chocolate
10/29/24,10/29/24 19:54,card,ANON-0000-0000-0507,35.76,Latte
10/29/24,10/29/24 20:07,card,ANON-0000-0000-0799,35.76,Latte
10/30/24,10/30/24 7:52,card,ANON-0000-0000-0703,35.76,Latte
10/30/24,10/30/24 8:46,card,ANON-0000-0000-0571,30.86,Americano with Milk
10/30/24,10/30/24 8:47,card,ANON-0000-0000-0571,30.86,Americano with Milk
10/30/24,10/30/24 9:11,card,ANON-0000-0000-0837,35.76,Latte
10/30/24,10/30/24 10:31,card,ANON-0000-0000-0838,35.76,Latte
10/30/24,10/30/24 10:33,card,ANON-0000-0000-0838,35.76,Latte
10/30/24,10/30/24 12:08,card,ANON-0000-0000-0375,35.76,Latte
10/30/24,10/30/24 12:09,card,ANON-0000-0000-0375,25.96,Americano
10/30/24,10/30/24 12:10,card,ANON-0000-0000-0734,30.86,Americano with Milk
10/30/24,10/30/24 12:37,card,ANON-0000-0000-0839,25.96,Americano
10/30/24,10/30/24 15:05,card,ANON-0000-0000-0507,35.76,Latte
10/30/24,10/30/24 15:07,card,ANON-0000-0000-0507,35.76,Latte
10/30/24,10/30/24 16:04,card,ANON-0000-0000-0840,30.86,Americano with Milk
10/30/24,10/30/24 18:08,card,ANON-0000-0000-0841,35.76,Hot Chocolate
10/30/24,10/30/24 19:18,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/30/24,10/30/24 19:43,card,ANON-0000-0000-0842,30.86,Americano with Milk
10/31/24,10/31/24 7:54,card,ANON-0000-0000-0703,35.76,Latte
10/31/24,10/31/24 8:38,card,ANON-0000-0000-0683,35.76,Latte
10/31/24,10/31/24 9:18,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/31/24,10/31/24 15:59,card,ANON-0000-0000-0843,35.76,Latte
10/31/24,10/31/24 16:00,card,ANON-0000-0000-0844,30.86,Americano with Milk
11/1/24,11/1/24 8:24,card,ANON-0000-0000-0842,35.76,Cocoa
11/1/24,11/1/24 8:30,card,ANON-0000-0000-0304,25.96,Americano
11/1/24,11/1/24 10:54,card,ANON-0000-0000-0612,35.76,Latte
11/1/24,11/1/24 12:41,card,ANON-0000-0000-0012,35.76,Cocoa
11/1/24,11/1/24 12:42,card,ANON-0000-0000-0012,35.76,Cocoa
11/1/24,11/1/24 15:55,card,ANON-0000-0000-0845,25.96,Cortado
11/1/24,11/1/24 22:41,card,ANON-0000-0000-0695,30.86,Americano with Milk
11/2/24,11/2/24 8:19,card,ANON-0000-0000-0141,25.96,Cortado
11/2/24,11/2/24 10:25,card,ANON-0000-0000-0828,35.76,Cocoa
11/2/24,11/2/24 10:33,card,ANON-0000-0000-0097,30.86,Americano with Milk
11/2/24,11/2/24 14:54,card,ANON-0000-0000-0846,30.86,Americano with Milk
11/2/24,11/2/24 16:24,card,ANON-0000-0000-0507,35.76,Hot Chocolate
11/2/24,11/2/24 16:25,card,ANON-0000-0000-0507,35.76,Latte
11/2/24,11/2/24 16:37,card,ANON-0000-0000-0847,35.76,Latte
11/2/24,11/2/24 18:18,card,ANON-0000-0000-0620,30.86,Americano with Milk
11/2/24,11/2/24 18:58,card,ANON-0000-0000-0848,25.96,Americano
11/3/24,11/3/24 8:23,card,ANON-0000-0000-0141,25.96,Cortado
11/3/24,11/3/24 9:47,card,ANON-0000-0000-0040,30.86,Americano with Milk
11/3/24,11/3/24 9:48,card,ANON-0000-0000-0040,30.86,Americano with Milk
11/3/24,11/3/24 13:13,card,ANON-0000-0000-0849,35.76,Latte
11/3/24,11/3/24 13:14,card,ANON-0000-0000-0849,30.86,Americano with Milk
11/3/24,11/3/24 13:18,card,ANON-0000-0000-0228,35.76,Cocoa
11/3/24,11/3/24 13:44,card,ANON-0000-0000-0850,25.96,Americano
11/3/24,11/3/24 13:59,card,ANON-0000-0000-0851,30.86,Americano with Milk
11/3/24,11/3/24 16:15,card,ANON-0000-0000-0622,35.76,Hot Chocolate
11/3/24,11/3/24 16:16,card,ANON-0000-0000-0622,35.76,Hot Chocolate
11/3/24,11/3/24 16:20,card,ANON-0000-0000-0852,25.96,Americano
11/3/24,11/3/24 16:21,card,ANON-0000-0000-0852,25.96,Americano
11/3/24,11/3/24 20:26,card,ANON-0000-0000-0225,35.76,Cocoa
11/4/24,11/4/24 7:43,card,ANON-0000-0000-0696,35.76,Latte
11/4/24,11/4/24 8:37,card,ANON-0000-0000-0276,35.76,Latte
11/4/24,11/4/24 8:38,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/4/24,11/4/24 12:33,card,ANON-0000-0000-0853,25.96,Americano
11/4/24,11/4/24 12:35,card,ANON-0000-0000-0854,30.86,Americano with Milk
11/4/24,11/4/24 14:44,card,ANON-0000-0000-0012,35.76,Cocoa
11/4/24,11/4/24 14:45,card,ANON-0000-0000-0012,35.76,Cocoa
11/5/24,11/5/24 7:49,card,ANON-0000-0000-0696,35.76,Cocoa
11/5/24,11/5/24 9:05,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/5/24,11/5/24 9:12,card,ANON-0000-0000-0731,35.76,Cappuccino
11/5/24,11/5/24 9:13,card,ANON-0000-0000-0731,30.86,Americano with Milk
11/5/24,11/5/24 10:41,card,ANON-0000-0000-0012,30.86,Americano with Milk
11/5/24,11/5/24 11:47,card,ANON-0000-0000-0855,35.76,Cocoa
11/5/24,11/5/24 11:48,card,ANON-0000-0000-0856,35.76,Latte
11/5/24,11/5/24 14:36,card,ANON-0000-0000-0857,35.76,Latte
11/5/24,11/5/24 14:41,card,ANON-0000-0000-0858,35.76,Latte
11/5/24,11/5/24 18:52,card,ANON-0000-0000-0455,35.76,Cappuccino
11/5/24,11/5/24 18:54,card,ANON-0000-0000-0455,35.76,Cappuccino
11/5/24,11/5/24 18:55,card,ANON-0000-0000-0455,35.76,Cappuccino
11/5/24,11/5/24 21:40,card,ANON-0000-0000-0859,35.76,Cocoa
11/5/24,11/5/24 21:42,card,ANON-0000-0000-0859,35.76,Cocoa
11/5/24,11/5/24 21:54,card,ANON-0000-0000-0722,35.76,Hot Chocolate
11/5/24,11/5/24 22:05,card,ANON-0000-0000-0637,35.76,Hot Chocolate
11/5/24,11/5/24 22:06,card,ANON-0000-0000-0637,30.86,Americano with Milk
11/6/24,11/6/24 8:11,card,ANON-0000-0000-0570,35.76,Latte
11/6/24,11/6/24 11:45,card,ANON-0000-0000-0860,21.06,Espresso
11/6/24,11/6/24 13:15,card,ANON-0000-0000-0742,25.96,Americano
11/6/24,11/6/24 15:44,card,ANON-0000-0000-0622,35.76,Cappuccino
11/6/24,11/6/24 16:00,card,ANON-0000-0000-0861,35.76,Latte
11/6/24,11/6/24 16:02,card,ANON-0000-0000-0862,35.76,Cappuccino
11/6/24,11/6/24 18:40,card,ANON-0000-0000-0863,35.76,Hot Chocolate
11/6/24,11/6/24 18:41,card,ANON-0000-0000-0863,35.76,Hot Chocolate
11/7/24,11/7/24 12:17,card,ANON-0000-0000-0864,35.76,Latte
11/7/24,11/7/24 15:50,card,ANON-0000-0000-0865,25.96,Americano
11/7/24,11/7/24 16:39,card,ANON-0000-0000-0866,25.96,Americano
11/7/24,11/7/24 18:17,card,ANON-0000-0000-0828,35.76,Cocoa
11/7/24,11/7/24 19:20,card,ANON-0000-0000-0867,35.76,Hot Chocolate
11/7/24,11/7/24 19:21,card,ANON-0000-0000-0867,35.76,Latte
11/7/24,11/7/24 20:02,card,ANON-0000-0000-0507,35.76,Latte
11/8/24,11/8/24 9:05,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/8/24,11/8/24 9:47,card,ANON-0000-0000-0375,25.96,Americano
11/8/24,11/8/24 9:49,card,ANON-0000-0000-0375,25.96,Americano
11/8/24,11/8/24 11:47,card,ANON-0000-0000-0494,35.76,Cappuccino
11/8/24,11/8/24 13:25,card,ANON-0000-0000-0868,35.76,Latte
11/8/24,11/8/24 13:26,card,ANON-0000-0000-0868,35.76,Latte
11/8/24,11/8/24 16:33,card,ANON-0000-0000-0869,30.86,Americano with Milk
11/8/24,11/8/24 16:55,card,ANON-0000-0000-0870,30.86,Americano with Milk
11/8/24,11/8/24 20:13,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/8/24,11/8/24 20:14,card,ANON-0000-0000-0872,35.76,Hot Chocolate
11/8/24,11/8/24 20:15,card,ANON-0000-0000-0872,35.76,Hot Chocolate
11/8/24,11/8/24 22:27,card,ANON-0000-0000-0690,35.76,Latte
11/9/24,11/9/24 10:08,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/9/24,11/9/24 11:02,card,ANON-0000-0000-0141,25.96,Cortado
11/9/24,11/9/24 11:03,card,ANON-0000-0000-0141,25.96,Cortado
11/9/24,11/9/24 11:08,card,ANON-0000-0000-0873,35.76,Latte
11/9/24,11/9/24 13:50,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/9/24,11/9/24 13:50,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/9/24,11/9/24 14:21,card,ANON-0000-0000-0874,35.76,Hot Chocolate
11/9/24,11/9/24 14:22,card,ANON-0000-0000-0874,35.76,Hot Chocolate
11/9/24,11/9/24 14:37,card,ANON-0000-0000-0875,25.96,Americano
11/9/24,11/9/24 15:29,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/9/24,11/9/24 16:15,card,ANON-0000-0000-0570,35.76,Latte
11/9/24,11/9/24 16:16,card,ANON-0000-0000-0570,35.76,Cocoa
11/9/24,11/9/24 20:42,card,ANON-0000-0000-0876,25.96,Americano
11/9/24,11/9/24 20:43,card,ANON-0000-0000-0876,35.76,Latte
11/9/24,11/9/24 22:13,card,ANON-0000-0000-0877,35.76,Cocoa
11/9/24,11/9/24 22:52,card,ANON-0000-0000-0878,25.96,Americano
11/9/24,11/9/24 22:54,card,ANON-0000-0000-0879,25.96,Americano
11/10/24,11/10/24 9:46,card,ANON-0000-0000-0880,25.96,Americano
11/10/24,11/10/24 17:52,card,ANON-0000-0000-0881,35.76,Cocoa
11/10/24,11/10/24 18:12,card,ANON-0000-0000-0882,35.76,Hot Chocolate
11/10/24,11/10/24 18:14,card,ANON-0000-0000-0883,35.76,Hot Chocolate
11/10/24,11/10/24 20:38,card,ANON-0000-0000-0884,35.76,Cappuccino
11/10/24,11/10/24 20:39,card,ANON-0000-0000-0884,35.76,Cappuccino
11/11/24,11/11/24 7:48,card,ANON-0000-0000-0696,35.76,Cappuccino
11/11/24,11/11/24 9:52,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/11/24,11/11/24 10:19,card,ANON-0000-0000-0141,25.96,Cortado
11/11/24,11/11/24 16:18,card,ANON-0000-0000-0206,35.76,Cappuccino
11/11/24,11/11/24 16:19,card,ANON-0000-0000-0206,35.76,Hot Chocolate
11/11/24,11/11/24 17:33,card,ANON-0000-0000-0885,35.76,Cappuccino
11/11/24,11/11/24 19:00,card,ANON-0000-0000-0886,35.76,Latte
11/11/24,11/11/24 19:04,card,ANON-0000-0000-0887,35.76,Hot Chocolate
11/11/24,11/11/24 21:08,card,ANON-0000-0000-0888,35.76,Latte
11/11/24,11/11/24 21:09,card,ANON-0000-0000-0888,35.76,Latte
11/12/24,11/12/24 10:03,card,ANON-0000-0000-0889,35.76,Latte
11/12/24,11/12/24 13:15,card,ANON-0000-0000-0890,35.76,Latte
11/12/24,11/12/24 14:39,card,ANON-0000-0000-0691,35.76,Latte
11/12/24,11/12/24 16:47,card,ANON-0000-0000-0891,35.76,Hot Chocolate
11/12/24,11/12/24 16:48,card,ANON-0000-0000-0891,35.76,Hot Chocolate
11/12/24,11/12/24 16:49,card,ANON-0000-0000-0891,35.76,Cocoa
11/12/24,11/12/24 18:45,card,ANON-0000-0000-0696,35.76,Cappuccino
11/12/24,11/12/24 20:07,card,ANON-0000-0000-0892,35.76,Latte
11/12/24,11/12/24 20:09,card,ANON-0000-0000-0893,35.76,Cocoa
11/13/24,11/13/24 8:09,card,ANON-0000-0000-0894,30.86,Americano with Milk
11/13/24,11/13/24 10:37,card,ANON-0000-0000-0892,35.76,Latte
11/13/24,11/13/24 13:19,card,ANON-0000-0000-0895,30.86,Americano with Milk
11/13/24,11/13/24 13:20,card,ANON-0000-0000-0895,30.86,Americano with Milk
11/13/24,11/13/24 14:17,card,ANON-0000-0000-0896,30.86,Americano with Milk
11/13/24,11/13/24 14:46,card,ANON-0000-0000-0892,35.76,Latte
11/14/24,11/14/24 9:36,card,ANON-0000-0000-0892,35.76,Latte
11/14/24,11/14/24 10:06,card,ANON-0000-0000-0897,25.96,Americano
11/14/24,11/14/24 12:48,card,ANON-0000-0000-0898,21.06,Espresso
11/14/24,11/14/24 15:03,card,ANON-0000-0000-0899,35.76,Cappuccino
11/14/24,11/14/24 15:04,card,ANON-0000-0000-0900,35.76,Latte
11/14/24,11/14/24 15:05,card,ANON-0000-0000-0900,35.76,Cappuccino
11/14/24,11/14/24 16:13,card,ANON-0000-0000-0819,30.86,Americano with Milk
11/14/24,11/14/24 16:14,card,ANON-0000-0000-0819,35.76,Cappuccino
11/14/24,11/14/24 19:43,card,ANON-0000-0000-0507,35.76,Hot Chocolate
11/14/24,11/14/24 19:46,card,ANON-0000-0000-0507,35.76,Hot Chocolate
11/14/24,11/14/24 20:31,card,ANON-0000-0000-0877,35.76,Cocoa
11/14/24,11/14/24 20:32,card,ANON-0000-0000-0877,35.76,Hot Chocolate
11/14/24,11/14/24 21:24,card,ANON-0000-0000-0019,35.76,Latte
11/14/24,11/14/24 22:40,card,ANON-0000-0000-0901,35.76,Latte
11/15/24,11/15/24 8:45,card,ANON-0000-0000-0902,30.86,Americano with Milk
11/15/24,11/15/24 11:05,card,ANON-0000-0000-0769,30.86,Americano with Milk
11/15/24,11/15/24 12:09,card,ANON-0000-0000-0903,35.76,Cocoa
11/15/24,11/15/24 12:14,card,ANON-0000-0000-0904,35.76,Cocoa
11/15/24,11/15/24 13:57,card,ANON-0000-0000-0494,35.76,Latte
11/15/24,11/15/24 15:19,card,ANON-0000-0000-0905,25.96,Americano
11/15/24,11/15/24 17:35,card,ANON-0000-0000-0851,30.86,Americano with Milk
11/15/24,11/15/24 17:55,card,ANON-0000-0000-0906,35.76,Latte
11/15/24,11/15/24 18:12,card,ANON-0000-0000-0907,35.76,Hot Chocolate
11/15/24,11/15/24 18:42,card,ANON-0000-0000-0287,30.86,Americano with Milk
11/15/24,11/15/24 18:43,card,ANON-0000-0000-0287,30.86,Americano with Milk
11/16/24,11/16/24 10:21,card,ANON-0000-0000-0141,25.96,Cortado
11/16/24,11/16/24 10:45,card,ANON-0000-0000-0908,25.96,Cortado
11/16/24,11/16/24 11:02,card,ANON-0000-0000-0909,35.76,Hot Chocolate
11/16/24,11/16/24 11:03,card,ANON-0000-0000-0910,35.76,Latte
11/16/24,11/16/24 11:39,card,ANON-0000-0000-0302,25.96,Americano
11/16/24,11/16/24 12:30,card,ANON-0000-0000-0911,35.76,Cappuccino
11/16/24,11/16/24 12:31,card,ANON-0000-0000-0912,30.86,Americano with Milk
11/16/24,11/16/24 12:48,card,ANON-0000-0000-0913,35.76,Latte
11/16/24,11/16/24 12:49,card,ANON-0000-0000-0913,35.76,Latte
11/16/24,11/16/24 13:16,card,ANON-0000-0000-0819,30.86,Americano with Milk
11/16/24,11/16/24 13:18,card,ANON-0000-0000-0914,35.76,Latte
11/16/24,11/16/24 13:19,card,ANON-0000-0000-0914,35.76,Latte
11/16/24,11/16/24 14:25,card,ANON-0000-0000-0915,30.86,Americano with Milk
